I
640 Version - Iran FIR custom airways (from AIP, generated)
BOXAM  34.285833   52.046389 VAVIN  34.285833   52.046389 1 130 600 R659
VAVIN  34.285833   52.046389 DAPOG  33.628889   52.391944 1 130 600 R659
DAPOG  33.628889   52.391944 ISN    32.746944   51.827778 1 160 600 R659
ISN    32.746944   51.827778 GIDEN  32.010833   52.007222 1 150 600 R659
GIDEN  32.010833   52.007222 GESIP  31.765556   52.066389 1 150 600 R659
GESIP  31.765556   52.066389 KAVOT  30.686389   52.322778 1 150 600 R659
KAVOT  30.686389   52.322778 SYZ    29.540000   52.588611 1 150 600 R659
SYZ    29.540000   52.588611 LAGSA  28.551667   52.348889 1 130 600 R659
LAGSA  28.551667   52.348889 KATAG  28.396111   52.311389 1 130 600 R659
KATAG  28.396111   52.311389 DURSI  27.205278   52.028889 1 130 600 R659
DURSI  27.205278   52.028889 KAVAM  26.960278   51.971667 1 130 600 R659
KAVAM  26.960278   51.971667 MIDSI  26.695000   51.911667 1 130 600 R659
TRN    35.696944   51.283611 NABAX  36.165278   50.804444 1 170 600 R660
NABAX  36.165278   50.804444 DEDLA  36.938889   50.012222 1 170 600 R660
DEDLA  36.938889   50.012222 RST    37.326111   49.615833 1 170 600 R660
RST    37.326111   49.615833 RALGO  37.477778   49.020000 1 170 600 R660
RALGO  37.477778   49.020000 BUDED  37.886944   47.342222 1 160 600 R660
BUDED  37.886944   47.342222 RAKED  37.939167   47.120000 1 160 600 R660
RAKED  37.939167   47.120000 TBZ    38.148056   46.212778 1 160 600 R660
TBZ    38.148056   46.212778 VUVAG  38.424722   45.490556 1 240 600 R660
VUVAG  38.424722   45.490556 BORES  38.474722   45.360278 1 240 600 R660
BORES  38.474722   45.360278 DASIS  38.909722   44.208333 1 240 600 R660
DULAV  38.950000   45.633333 RABDI  38.801111   45.741944 1 170 600 R661
RABDI  38.801111   45.741944 SIBVU  38.745556   45.782500 1 170 600 R661
SIBVU  38.745556   45.782500 TBZ    38.148056   46.212778 1 200 600 R661
TBZ    38.148056   46.212778 RUDAD  37.679167   46.961389 1 150 600 R661
RUDAD  37.679167   46.961389 ZAJ    36.779444   48.353056 1 150 600 R661
ZAJ    36.779444   48.353056 SUTBU  36.556667   48.792222 1 130 600 R661
SUTBU  36.556667   48.792222 MIVAK  35.987500   49.890000 1 130 600 R661
MIVAK  35.987500   49.890000 RUS    35.445278   50.905278 1 130 600 R661
RUS    35.445278   50.905278 IKA    35.409444   51.178333 1 090 600 R661
IKA    35.409444   51.178333 VR     35.342500   51.636944 1 090 600 R661
VR     35.342500   51.636944 DHN    35.254167   52.720000 1 110 600 R661
NANPI  29.082500   49.532500 ALNIN  28.551667   50.176667 1 150 600 R784
ALNIN  28.551667   50.176667 IMDAT  27.683333   51.183333 1 150 600 R784
IMDAT  27.683333   51.183333 DURSI  27.205278   52.028889 1 150 600 R784
DURSI  27.205278   52.028889 PEGET  27.076111   52.254167 1 150 600 R784
PEGET  27.076111   52.254167 EGMIT  26.561111   53.140278 1 150 600 R784
EGMIT  26.561111   53.140278 LEVNA  26.316944   53.553333 1 150 600 R784
LEVNA  26.316944   53.553333 ORSAR  26.075000   53.958333 1 150 600 R784
DHN    35.254167   52.720000 NSH    36.662778   51.464167 1 220 600 R794
NSH    36.662778   51.464167 ULEXI  37.728889   51.108611 1 100 600 R794
JSK    25.651389   57.783333 MELMI  26.773611   57.383333 1 200 600 W1
ZDN    29.486667   60.901389 PEGOS  28.987500   60.861111 1 130 600 W2
PEGOS  28.987500   60.861111 LOXOL  27.765556   60.760556 1 130 600 W2
LOXOL  27.765556   60.760556 ISR    27.234167   60.722222 1 130 600 W2
ISR    27.234167   60.722222 GOKSO  26.928333   60.670000 1 100 600 W2
GOKSO  26.928333   60.670000 GENEV  26.713056   60.632500 1 100 600 W2
GENEV  26.713056   60.632500 EGLES  25.937222   60.498333 1 100 600 W2
EGLES  25.937222   60.498333 CBH    25.444722   60.414167 1 100 600 W2
CBH    25.444722   60.414167 KINOX  25.162500   60.161667 1 160 600 W2
KINOX  25.162500   60.161667 MESPO  24.804722   59.844444 1 160 600 W2
SYZ    29.540000   52.588611 REXEB  29.868889   52.156389 1 170 600 W3
REXEB  29.868889   52.156389 KISED  30.305556   51.574444 1 170 600 W3
KISED  30.305556   51.574444 RADID  30.412222   51.436944 1 170 600 W3
RADID  30.412222   51.436944 KIXOB  31.154722   50.416389 1 170 600 W3
KIXOB  31.154722   50.416389 IMKEN  31.735278   49.603056 1 170 600 W3
IMKEN  31.735278   49.603056 RABIM  31.977500   49.206944 1 170 600 W3
RABIM  31.977500   49.206944 DARON  32.162222   48.878889 1 170 600 W3
DARON  32.162222   48.878889 DZF    32.437778   48.378056 1 170 600 W3
YZD    31.897500   54.282500 VEDOP  31.537778   54.690556 1 120 600 W5
VEDOP  31.537778   54.690556 DAPOX  30.545833   55.791111 1 120 600 W5
DAPOX  30.545833   55.791111 RAF    30.302500   56.055556 1 120 600 W5
RAF    30.302500   56.055556 SRJ    29.556111   55.660278 1 140 600 W5
ISN    32.746944   51.827778 EGPAT  32.558333   51.402500 1 180 600 W6
EGPAT  32.558333   51.402500 GADLU  32.279167   50.782222 1 180 600 W6
GADLU  32.279167   50.782222 RADOV  31.860000   49.870000 1 180 600 W6
RADOV  31.860000   49.870000 IMKEN  31.735278   49.603056 1 160 600 W6
IMKEN  31.735278   49.603056 ITIBI  31.580833   49.275278 1 100 600 W6
ITIBI  31.580833   49.275278 AWZ    31.337500   48.764444 1 070 600 W6
EGVEL  34.716111   50.501389 DEKBA  34.362500   50.142222 1 170 600 W7
DEKBA  34.362500   50.142222 ARK    34.136944   49.853611 1 170 600 W7
ARK    34.136944   49.853611 NOTSA  33.295833   49.054167 1 170 600 W7
NOTSA  33.295833   49.054167 DAPEM  32.857222   48.699722 1 170 600 W7
DAPEM  32.857222   48.699722 DEZFU  32.437778   48.378056 1 170 600 W7
TRN    35.696944   51.283611 SESBI  35.531667   50.358333 1 130 600 W8
SESBI  35.531667   50.358333 PAVET  35.444167   49.883611 1 130 600 W8
PAVET  35.444167   49.883611 SIVIM  35.374722   49.513889 1 130 600 W8
RST    37.326111   49.615833 EGRUD  37.089167   49.062500 1 140 600 W9
EGRUD  37.089167   49.062500 ASPOK  36.988333   48.830000 1 140 600 W9
ASPOK  36.988333   48.830000 ZAJ    36.779444   48.353056 1 140 600 W9
ZAJ    36.779444   48.353056 GONVA  36.099167   48.678889 1 120 600 W9
GONVA  36.099167   48.678889 HAB    35.209444   48.658611 1 120 600 W9
HAB    35.209444   48.658611 HAM    34.866667   48.550278 1 150 600 W9
HAM    34.866667   48.550278 IVELI  34.583056   48.497778 1 150 600 W9
IVELI  34.583056   48.497778 GENUM  33.405833   48.450278 1 150 600 W9
GENUM  33.405833   48.450278 DAPIK  32.931667   48.431389 1 150 600 W9
DAPIK  32.931667   48.431389 DZF    32.437778   48.378056 1 150 600 W9
SYZ    29.540000   52.588611 SITEN  29.035278   52.925556 1 130 600 W10
SITEN  29.035278   52.925556 TAGTA  28.719722   53.538056 1 130 600 W10
TAGTA  28.719722   53.538056 LORIX  28.105556   54.725278 1 130 600 W10
LORIX  28.105556   54.725278 DOBAS  27.889722   55.134167 1 130 600 W10
DOBAS  27.889722   55.134167 MOBON  27.737222   55.420278 1 130 600 W10
MOBON  27.737222   55.420278 BND    27.196944   56.366667 1 130 600 W10
BND    27.196944   56.366667 MELMI  26.773611   57.383333 1 100 600 W10
MELMI  26.773611   57.383333 SEVDA  26.038056   59.096944 1 100 600 W10
SEVDA  26.038056   59.096944 EGNUX  25.668333   59.923611 1 100 600 W10
EGNUX  25.668333   59.923611 CBH    25.444722   60.414167 1 100 600 W10
VR     35.342500   51.636944 ELUSI  34.526389   51.363333 1 200 600 W13
ELUSI  34.526389   51.363333 GOLSO  34.043056   51.203611 1 160 600 W13
GOLSO  34.043056   51.203611 PEKAM  33.484444   51.021667 1 160 600 W13
SYZ    29.540000   52.588611 KUGVU  29.129722   51.338889 1 140 600 W23
KUGVU  29.129722   51.338889 BUZ    28.951111   50.825833 1 140 600 W23
IMDAT  27.683333   51.183333 KHG    29.263889   50.316667 1 150 600 W30
KHG    29.263889   50.316667 MEMPI  29.520278   50.105000 1 040 600 W30
MEMPI  29.520278   50.105000 VATAN  30.133333   49.592500 1 040 600 W30
VATAN  30.133333   49.592500 MAH    30.556111   49.149444 1 040 600 W30
MAH    30.556111   49.149444 GODMO  30.907222   48.976111 1 040 600 W30
EGVAX  31.726944   49.133889 MAH    30.556111   49.149444 1 100 600 W31
MAH    30.556111   49.149444 BOPIS  30.472500   48.714167 1 040 600 W31
BOPIS  30.472500   48.714167 ABD    30.375278   48.220556 1 040 600 W31
ROVAD  33.525278   53.877778 PURKI  33.194444   53.949167 1 150 600 W32
PURKI  33.194444   53.949167 ALNER  32.856667   54.033889 1 150 600 W32
ALNER  32.856667   54.033889 BONOL  32.387222   54.158056 1 150 600 W32
BONOL  32.387222   54.158056 YZD    31.897500   54.282500 1 150 600 W32
YZD    31.897500   54.282500 GADPU  31.452500   54.550556 1 150 600 W32
GADPU  31.452500   54.550556 DESLA  30.760556   54.962222 1 150 600 W32
DESLA  30.760556   54.962222 DAVUT  30.037222   55.383611 1 150 600 W32
DAVUT  30.037222   55.383611 SRJ    29.556111   55.660278 1 150 600 W32
SRJ    29.556111   55.660278 SOLAK  28.865556   55.870833 1 170 600 W32
SOLAK  28.865556   55.870833 ASMUK  28.164444   56.081389 1 170 600 W32
ASMUK  28.164444   56.081389 BND    27.196944   56.366667 1 170 600 W32
BRD    37.495000   57.323056 SBZ    36.169444   57.570833 1 130 600 W134
DAR    31.783056   56.994444 KUVAV  31.573889   58.963056 1 120 600 W137
KUVAV  31.573889   58.963056 ELOKA  31.390278   59.989444 1 120 600 W137
ELOKA  31.390278   59.989444 ZAL    31.095278   61.541667 1 120 600 W137
BAM    29.077222   58.458333 ORDAD  30.102222   57.915000 1 110 600 W139
ORDAD  30.102222   57.915000 EGRES  30.815278   57.528889 1 110 600 W139
EGRES  30.815278   57.528889 DAR    31.783056   56.994444 1 110 600 W139
DAR    31.783056   56.994444 SIMDU  32.946667   56.936389 1 130 600 W139
SIMDU  32.946667   56.936389 GEVOR  33.237500   56.921389 1 130 600 W139
GEVOR  33.237500   56.921389 TBS    33.672500   56.891667 1 130 600 W139
LAR    27.675000   54.415000 ROTAL  27.544722   53.888889 1 100 600 W143
ROTAL  27.544722   53.888889 SOKEV  27.482222   53.630278 1 100 600 W143
SOKEV  27.482222   53.630278 LAM    27.372778   53.183889 1 100 600 W143
LAM    27.372778   53.183889 PRG    27.360278   52.764444 1 100 600 W143
PRG    27.360278   52.764444 MIXEM  27.255556   52.265556 1 100 600 W143
MIXEM  27.255556   52.265556 DURSI  27.205278   52.028889 1 100 600 W143
BUZ    28.951111   50.825833 SESMA  29.578056   51.085833 1 140 600 W144
SESMA  29.578056   51.085833 RADID  30.412222   51.436944 1 140 600 W144
RADID  30.412222   51.436944 YSJ    30.693333   51.556667 1 140 600 W144
YSJ    30.693333   51.556667 MIPUL  31.002778   51.702500 1 170 600 W144
MIPUL  31.002778   51.702500 OBTUX  31.373056   51.878333 1 170 600 W144
OBTUX  31.373056   51.878333 GESIP  31.765556   52.066389 1 170 600 W144
KHM    26.763056   55.907500 NANPA  26.383611   55.526667 1 050 600 W146
NANPA  26.383611   55.526667 KAVEG  26.268889   55.409444 1 050 600 W146
KAVEG  26.268889   55.409444 VELIX  26.057500   55.200000 1 050 600 W146
VELIX  26.057500   55.200000 ABM    25.877778   55.022778 1 050 600 W146
PAXID  36.284167   50.339167 BONUP  36.597778   50.511389 1 160 600 W150
BONUP  36.597778   50.511389 RSR    36.903333   50.680278 1 160 600 W150
ARB    38.315556   48.434722 ITUPA  38.576667   48.038889 1 110 600 W151
ITUPA  38.576667   48.038889 TUKDO  38.773889   47.746111 1 110 600 W151
TUKDO  38.773889   47.746111 PAD    39.603056   47.889722 1 110 600 W151
ABM    25.877778   55.022778 MIRIT  26.336944   54.903056 1 050 600 W152
MIRIT  26.336944   54.903056 LEN    26.536111   54.851111 1 050 600 W152
LEN    26.536111   54.851111 ROSUM  26.794722   54.610278 1 100 600 W152
ROSUM  26.794722   54.610278 NABEX  27.199167   54.226111 1 100 600 W152
NABEX  27.199167   54.226111 ROTAL  27.544722   53.888889 1 100 600 W152
GIBAB  35.536944   54.615556 UKPOD  35.576944   54.100833 1 130 600 W154
UKPOD  35.576944   54.100833 DHN    35.254167   52.720000 1 130 600 W154
DHN    35.254167   52.720000 TRN    35.696944   51.283611 1 130 600 W154
TRN    35.696944   51.283611 RUS    35.445278   50.905278 1 100 600 W154
RUS    35.445278   50.905278 SOGOL  35.141389   50.524444 1 090 600 W154
SOGOL  35.141389   50.524444 PEDAR  35.140556   50.368333 1 200 600 W154
PEDAR  35.140556   50.368333 ENASU  35.137778   50.025833 1 200 600 W154
ENASU  35.137778   50.025833 IVELI  34.583056   48.497778 1 180 600 W154
IVELI  34.583056   48.497778 ASRIL  34.470278   47.753611 1 160 600 W154
ASRIL  34.470278   47.753611 KMS    34.339722   47.168889 1 160 600 W154
KMS    34.339722   47.168889 MOKAB  34.020278   46.850833 1 140 600 W154
GGN    36.928889   54.375833 DASBU  37.083611   54.743333 1 040 600 W155
DASBU  37.083611   54.743333 KLH    37.388056   55.456389 1 060 600 W155
GGN    36.928889   54.375833 BONUL  36.709444   54.686667 1 150 600 W156
BONUL  36.709444   54.686667 SHR    36.422778   55.088611 1 160 600 W156
PAREX  36.090833   46.865000 TAVNI  35.635278   46.941944 1 200 600 W158
TAVNI  35.635278   46.941944 NOLTO  35.243056   46.939722 1 200 600 W158
NOLTO  35.243056   46.939722 BOPEL  34.834722   47.080833 1 140 600 W158
BOPEL  34.834722   47.080833 KMS    34.339722   47.168889 1 140 600 W158
KMS    34.339722   47.168889 BUBAV  33.992778   47.603333 1 160 600 W158
BUBAV  33.992778   47.603333 KRD    33.434167   48.291667 1 160 600 W158
RERET  33.560000   53.447500 ROVAD  33.525278   53.877778 1 130 600 W159
ROVAD  33.525278   53.877778 ALMUD  33.299444   56.328056 1 130 600 W159
ALMUD  33.299444   56.328056 OTISO  33.247500   56.826667 1 130 600 W159
OTISO  33.247500   56.826667 ROXEK  33.189722   57.360556 1 130 600 W159
ROXEK  33.189722   57.360556 TULKU  33.017222   58.840000 1 130 600 W159
TULKU  33.017222   58.840000 BJD    32.972222   59.200000 1 130 600 W159
IKA    35.409444   51.178333 RUS    35.445278   50.905278 1 090 600 W161
RUS    35.445278   50.905278 VEBER  35.702500   50.733333 1 150 600 W161
VEBER  35.702500   50.733333 GOLNU  35.953056   50.347778 1 150 600 W161
GOLNU  35.953056   50.347778 PAROT  36.191111   49.978056 1 150 600 W161
PAROT  36.191111   49.978056 ALTIV  36.733056   49.806389 1 160 600 W161
ALTIV  36.733056   49.806389 RARTA  36.841667   49.771944 1 160 600 W161
RARTA  36.841667   49.771944 RST    37.326111   49.615833 1 140 600 W161
DAPIN  34.342778   57.070278 ASRUX  35.118889   57.873056 1 180 600 W162
ASRUX  35.118889   57.873056 EMESA  35.768056   58.560278 1 180 600 W162
EMESA  35.768056   58.560278 MSD    36.231111   59.650556 1 180 600 W162
BONAM  38.050000   44.300000 TUDNU  37.883611   44.746389 1 290 600 L124
TUDNU  37.883611   44.746389 OTENA  37.525833   45.692778 1 290 600 L124
OTENA  37.525833   45.692778 GETOB  37.207500   46.858056 1 290 600 L124
GETOB  37.207500   46.858056 AMBEX  37.065556   47.361944 1 290 600 L124
AMBEX  37.065556   47.361944 ZAJ    36.779444   48.353056 1 290 600 L124
ZAJ    36.779444   48.353056 TULGU  36.476667   48.709722 1 130 600 L124
TULGU  36.476667   48.709722 SAV    35.018333   50.371111 1 130 600 L124
SAV    35.018333   50.371111 EGVEL  34.716111   50.501389 1 130 600 L124
EGVEL  34.716111   50.501389 PEKAM  33.484444   51.021667 1 130 600 L124
PEKAM  33.484444   51.021667 SIVUD  33.021944   52.002500 1 160 600 L124
SIVUD  33.021944   52.002500 PARUG  32.784444   52.496389 1 160 600 L124
PARUG  32.784444   52.496389 RANDU  32.544444   52.988056 1 160 600 L124
RANDU  32.544444   52.988056 YZD    31.897500   54.282500 1 160 600 L124
YZD    31.897500   54.282500 BOMUN  31.613333   54.765278 1 160 600 L124
BOMUN  31.613333   54.765278 UKVEV  31.099167   55.621667 1 160 600 L124
UKVEV  31.099167   55.621667 ALMOB  30.576111   56.473333 1 180 600 L124
ALMOB  30.576111   56.473333 KER    30.282778   56.942222 1 180 600 L124
KER    30.282778   56.942222 PEKES  28.991389   59.872500 1 270 600 L124
PEKES  28.991389   59.872500 SODOK  28.186944   61.614444 1 270 600 L124
SODOK  28.186944   61.614444 KEBUD  27.597778   62.840000 1 270 600 L124
DULAV  38.950000   45.633333 RABDI  38.801111   45.741944 1 200 600 L125
RABDI  38.801111   45.741944 SIBVU  38.745556   45.782500 1 200 600 L125
SIBVU  38.745556   45.782500 BUDED  37.886944   47.342222 1 250 600 L125
BUDED  37.886944   47.342222 MURPU  37.511944   48.055278 1 250 600 L125
MURPU  37.511944   48.055278 ASPOK  36.988333   48.830000 1 250 600 L125
ASPOK  36.988333   48.830000 PAROT  36.191111   49.978056 1 260 600 L125
PAROT  36.191111   49.978056 GOLNU  35.953056   50.347778 1 130 600 L125
GOLNU  35.953056   50.347778 VEBER  35.702500   50.733333 1 130 600 L125
VEBER  35.702500   50.733333 IKA    35.409444   51.178333 1 210 600 L125
IKA    35.409444   51.178333 ELEDI  35.026667   52.065556 1 210 600 L125
ELEDI  35.026667   52.065556 RADAL  34.906389   52.339722 1 210 600 L125
RADAL  34.906389   52.339722 ROVAD  33.525278   53.877778 1 130 600 L125
ROVAD  33.525278   53.877778 NODLA  32.891667   54.980556 1 130 600 L125
NODLA  32.891667   54.980556 SOGOT  32.668889   55.394167 1 130 600 L125
SOGOT  32.668889   55.394167 NIVRA  31.984722   56.636111 1 130 600 L125
NIVRA  31.984722   56.636111 DAR    31.783056   56.994444 1 130 600 L125
DAR    31.783056   56.994444 BOPAG  30.736944   58.824722 1 110 600 L125
BOPAG  30.736944   58.824722 TOVUS  30.111944   59.876389 1 110 600 L125
TOVUS  30.111944   59.876389 DAPAP  29.775000   60.431667 1 110 600 L125
DAPAP  29.775000   60.431667 ZDN    29.486667   60.901389 1 110 600 L125
ZDN    29.486667   60.901389 OBSEL  29.118333   61.288056 1 150 600 L125
OBSEL  29.118333   61.288056 KEBUD  27.597778   62.840000 1 170 600 L125
DASIS  38.909722   44.208333 UMH    37.687222   45.084167 1 300 600 L223
UMH    37.687222   45.084167 KAPES  37.422222   45.334444 1 300 600 L223
KAPES  37.422222   45.334444 REXAN  35.980556   46.659722 1 300 600 L223
REXAN  35.980556   46.659722 TAVNI  35.635278   46.941944 1 300 600 L223
TAVNI  35.635278   46.941944 TUKLO  35.170556   47.297500 1 300 600 L223
TUKLO  35.170556   47.297500 UKSIS  33.366389   48.667222 1 300 600 L223
UKSIS  33.366389   48.667222 ALTAX  32.503889   49.361667 1 300 600 L223
ALTAX  32.503889   49.361667 RADOV  31.860000   49.870000 1 300 600 L223
RADOV  31.860000   49.870000 KIXOB  31.154722   50.416389 1 300 600 L223
KIXOB  31.154722   50.416389 EGSIR  29.770833   51.459722 1 300 600 L223
EGSIR  29.770833   51.459722 RUBAK  29.438056   51.705000 1 300 600 L223
RUBAK  29.438056   51.705000 TOTNO  29.181111   51.893333 1 300 600 L223
TOTNO  29.181111   51.893333 DASDO  28.900278   52.097500 1 300 600 L223
DASDO  28.900278   52.097500 LAGSA  28.551667   52.348889 1 300 600 L223
LAGSA  28.551667   52.348889 LAM    27.372778   53.183889 1 200 600 L223
LAM    27.372778   53.183889 KIS    26.528889   53.953611 1 200 600 L223
KIS    26.528889   53.953611 UKVUP  26.327778   54.148611 1 200 600 L223
UKVUP  26.327778   54.148611 IBNUX  26.274722   54.195278 1 200 600 L223
IBNUX  26.274722   54.195278 SIR    25.914444   54.535000 1 200 600 L223
OBTAR  26.992778   51.052500 DASDO  28.900278   52.097500 1 130 600 L319
DASDO  28.900278   52.097500 IMGOD  30.238611   51.513889 1 280 600 L319
IMGOD  30.238611   51.513889 RADID  30.412222   51.436944 1 280 600 L319
RADID  30.412222   51.436944 NOTSA  33.295833   49.054167 1 280 600 L319
NOTSA  33.295833   49.054167 KEBEP  35.081667   47.670556 1 300 600 L319
KEBEP  35.081667   47.670556 PAREX  36.090833   46.865000 1 300 600 L319
PAREX  36.090833   46.865000 SIVOR  36.508056   46.523056 1 300 600 L319
SIVOR  36.508056   46.523056 ROVON  37.266944   45.889444 1 160 600 L319
ROVON  37.266944   45.889444 OTENA  37.525833   45.692778 1 300 600 L319
OTENA  37.525833   45.692778 TUDNU  37.883611   44.746389 1 290 600 L319
TUDNU  37.883611   44.746389 BONAM  38.050000   44.300000 1 290 600 L319
SOKAM  33.221111   60.631667 ASVIS  33.775833   59.307778 1 290 600 L333
ASVIS  33.775833   59.307778 ALPEX  34.155278   58.372500 1 290 600 L333
ALPEX  34.155278   58.372500 TASLU  34.425278   57.691944 1 290 600 L333
TASLU  34.425278   57.691944 ALROT  35.187778   55.693333 1 290 600 L333
ALROT  35.187778   55.693333 GIBAB  35.536944   54.615556 1 290 600 L333
GIBAB  35.536944   54.615556 MIRUR  35.705833   54.194167 1 290 600 L333
MIRUR  35.705833   54.194167 LABET  36.163889   53.024167 1 290 600 L333
LABET  36.163889   53.024167 NSH    36.662778   51.464167 1 290 600 L333
NSH    36.662778   51.464167 ALKUP  36.783889   51.069167 1 290 600 L333
ALKUP  36.783889   51.069167 RSR    36.903333   50.680278 1 290 600 L333
RSR    36.903333   50.680278 EGMAN  37.053056   50.307500 1 290 600 L333
EGMAN  37.053056   50.307500 KOBUB  37.105833   50.175278 1 290 600 L333
KOBUB  37.105833   50.175278 RST    37.326111   49.615833 1 290 600 L333
RST    37.326111   49.615833 RALGO  37.477778   49.020000 1 290 600 L333
RALGO  37.477778   49.020000 BUDED  37.886944   47.342222 1 290 600 L333
BUDED  37.886944   47.342222 RAKED  37.939167   47.120000 1 290 600 L333
RAKED  37.939167   47.120000 TBZ    38.148056   46.212500 1 290 600 L333
TBZ    38.148056   46.212500 VUVAG  38.424722   45.490556 1 240 600 L333
VUVAG  38.424722   45.490556 BORES  38.474722   45.360278 1 240 600 L333
BORES  38.474722   45.360278 DASIS  38.909722   44.208333 1 240 600 L333
MESPO  24.804722   59.844444 PEDEX  25.203056   59.358611 1 240 600 L430
PEDEX  25.203056   59.358611 NOVSU  26.568611   57.646944 1 240 600 L430
NOVSU  26.568611   57.646944 MELMI  26.773611   57.383333 1 240 600 L430
MELMI  26.773611   57.383333 VELAP  27.432222   56.997222 1 240 600 L430
VELAP  27.432222   56.997222 TAVNO  28.186667   56.548056 1 240 600 L430
TAVNO  28.186667   56.548056 ASMET  28.799444   56.171944 1 240 600 L430
ASMET  28.799444   56.171944 SRJ    29.556111   55.660278 1 240 600 L430
ROTOX  28.556389   49.802500 VELUT  29.166944   49.894722 1 260 600 L570
VELUT  29.166944   49.894722 AJR    30.744722   49.680278 1 280 600 L570
AJR    30.744722   49.680278 IMKEN  31.735278   49.603056 1 280 600 L570
IMKEN  31.735278   49.603056 ALTAX  32.503889   49.361667 1 300 600 L570
ALTAX  32.503889   49.361667 NOTSA  33.295833   49.054167 1 300 600 L570
DNZ    36.648056   53.188889 IMDUX  36.253056   53.703056 1 140 600 L713
IMDUX  36.253056   53.703056 GIBAB  35.536944   54.615556 1 140 600 L713
GIBAB  35.536944   54.615556 PAXER  34.936667   55.210278 1 140 600 L713
PAXER  34.936667   55.210278 EMITI  33.969722   56.145833 1 140 600 L713
EMITI  33.969722   56.145833 RIBEN  33.483889   56.605556 1 140 600 L713
RIBEN  33.483889   56.605556 OTISO  33.247500   56.826667 1 140 600 L713
OTISO  33.247500   56.826667 EGPOD  32.816944   57.262500 1 300 600 L713
EGPOD  32.816944   57.262500 NADSA  32.243889   57.833889 1 300 600 L713
NADSA  32.243889   57.833889 TOVUS  30.111944   59.876389 1 300 600 L713
TOVUS  30.111944   59.876389 ITBIR  29.607778   60.341667 1 300 600 L713
ITBIR  29.607778   60.341667 ULOVI  29.330000   60.574722 1 310 600 L713
ULOVI  29.330000   60.574722 PEGOS  28.987500   60.861111 1 310 600 L713
PEGOS  28.987500   60.861111 SODOK  28.186944   61.614444 1 300 600 L713
SODOK  28.186944   61.614444 KEBUD  27.597778   62.840000 1 300 600 L713
RANRU  30.020833   61.013333 LUDAX  29.949444   60.683611 1 260 600 L717
LUDAX  29.949444   60.683611 PEKES  28.991389   59.872500 1 260 600 L717
ITELO  35.592778   55.014444 ULANO  35.874444   55.345278 1 140 600 L720
ULANO  35.874444   55.345278 IBRAV  36.344722   55.908333 1 140 600 L720
IBRAV  36.344722   55.908333 ODKOL  36.526667   56.117222 1 140 600 L720
ODKOL  36.526667   56.117222 TULER  37.218333   56.934444 1 140 600 L720
TULER  37.218333   56.934444 BRD    37.495000   57.323056 1 140 600 L720
BRD    37.495000   57.323056 RIKOP  37.673889   58.247222 1 160 600 L720
LVA    26.811944   53.355833 EGMIT  26.561111   53.140278 1 180 600 L721
EGMIT  26.561111   53.140278 IMLUV  26.493333   53.016944 1 180 600 L721
IMLUV  26.493333   53.016944 ELIDU  26.406667   52.859167 1 180 600 L721
UMH    37.687222   45.084167 TESVA  38.285833   44.496389 1 160 600 L852
GOKSO  26.928333   60.670000 SOLUV  26.699167   60.259167 1 210 600 M316
SOLUV  26.699167   60.259167 NAGES  26.414167   59.753889 1 210 600 M316
NAGES  26.414167   59.753889 SEVDA  26.038056   59.096944 1 210 600 M316
SEVDA  26.038056   59.096944 KATUS  25.266667   57.783333 1 210 600 M316
KATUS  25.266667   57.783333 IMLOT  25.286944   57.133333 1 130 600 M316
GABKO  26.067778   55.798611 RADEB  26.194444   55.788611 1 080 600 M317
RADEB  26.194444   55.788611 NANPA  26.383611   55.526667 1 200 600 M317
NANPA  26.383611   55.526667 ORPEN  26.521944   55.335556 1 200 600 M317
ORPEN  26.521944   55.335556 SERDU  26.787500   54.965833 1 200 600 M317
SERDU  26.787500   54.965833 ROTAL  27.544722   53.888889 1 200 600 M317
ROTAL  27.544722   53.888889 VEKUP  27.905278   53.481389 1 280 600 M317
VEKUP  27.905278   53.481389 KUPTO  28.405000   52.908889 1 280 600 M317
KUPTO  28.405000   52.908889 ITSIM  29.671667   51.952222 1 300 600 M317
ITSIM  29.671667   51.952222 IMGOD  30.238611   51.513889 1 300 600 M317
IMGOD  30.238611   51.513889 RADID  30.412222   51.436944 1 280 600 M317
RADID  30.412222   51.436944 NOTSA  33.295833   49.054167 1 300 600 M317
NOTSA  33.295833   49.054167 KEBEP  35.081667   47.670556 1 300 600 M317
KEBEP  35.081667   47.670556 PAREX  36.090833   46.865000 1 300 600 M317
PAREX  36.090833   46.865000 SIVOR  36.508056   46.523056 1 300 600 M317
SIVOR  36.508056   46.523056 ROVON  37.266944   45.889444 1 160 600 M317
ROVON  37.266944   45.889444 OTENA  37.525833   45.692778 1 300 600 M317
OTENA  37.525833   45.692778 RABEM  37.811389   45.496944 1 300 600 M317
RABEM  37.811389   45.496944 KHY    38.433611   44.966111 1 300 600 M317
KHY    38.433611   44.966111 DASIS  38.909722   44.208333 1 300 600 M317
GABKO  26.067778   55.798611 RADEB  26.194444   55.788611 1 080 600 M318
RADEB  26.194444   55.788611 KHM    26.763056   55.907500 1 080 600 M318
KHM    26.763056   55.907500 ASMUK  28.164444   56.081389 1 150 600 M318
ASMUK  28.164444   56.081389 ASMET  28.799444   56.171944 1 150 600 M318
