I
610 Version - Iran FIR custom (from AIP, generated)
  32.668889   55.394167 SOGOT
  33.221111   60.631667 SOKAM
  27.482222   53.630278 SOKEV
  28.865556   55.870833 SOLAK
  34.946667   51.692778 SOLIR
  26.699167   60.259167 SOLUV
  37.445833   54.548611 SOMAD
  29.556111   55.660278 SRJ
  27.415000   62.325278 SRN
  36.556667   48.792222 SUTBU
  29.540000   52.588611 SYZ
  28.719722   53.538056 TAGTA
  35.966667   49.566667 TAKES
  35.572778   60.575000 TANBU
  34.425278   57.691944 TASLU
  35.635278   46.941944 TAVNI
  28.186667   56.548056 TAVNO
  33.672500   56.891667 TBS
  38.148056   46.212778 TBZ
  38.285833   44.496389 TESVA
  35.486944   51.163611 TOPMI
  37.581944   45.482778 TOTBO
  29.181111   51.893333 TOTNO
  32.091111   53.739167 TOVTA
  30.111944   59.876389 TOVUS
  35.696944   51.283611 TRN
  37.505000   45.435833 TUBAR
  37.883611   44.746389 TUDNU
  36.205556   47.078889 TUGEL
  38.773889   47.746111 TUKDO
  35.170556   47.297500 TUKLO
  29.648056   49.050278 TULAX
  37.218333   56.934444 TULER
  36.476667   48.709722 TULGU
  33.017222   58.840000 TULKU
  33.115833   50.011389 UKITA
  29.927222   49.080556 UKNAR
  35.576944   54.100833 UKPOD
  33.366389   48.667222 UKSIS
  31.099167   55.621667 UKVEV
  26.327778   54.148611 UKVUP
  35.874444   55.345278 ULANO
  26.408056   56.156667 ULDUN
  38.000000   51.016667 ULDUS
  37.728889   51.108611 ULEXI
  29.330000   60.574722 ULOVI
  37.923333   50.253889 UMERO
  37.687222   45.084167 UMH
  30.133333   49.592500 VATAN
  28.857222   51.276667 VATOB
  29.280556   53.894444 VAVAS
  34.285833   52.046389 VAVIN
  35.702500   50.733333 VEBER
  31.537778   54.690556 VEDOP
  32.959444   57.667500 VEGUN
  26.324722   53.955833 VEKEL
  27.905278   53.481389 VEKUP
  27.432222   56.997222 VELAP
  26.057500   55.200000 VELIX
  29.166944   49.894722 VELUT
  35.342500   51.636944 VR
  36.235278   58.123889 VUSUL
  38.424722   45.490556 VUVAG
  33.980556   47.082222 YASER
  30.693333   51.556667 YSJ
  31.897500   54.282500 YZD
  36.779444   48.353056 ZAJ
  31.095278   61.541667 ZAL
  29.486667   60.901389 ZDN
  35.950000   49.316667 ZIYA
99
